------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 10:34:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 10:36:31
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
1.066,-0.059,0.109
1.07,-0.055,0.074
1.074,-0.051,0.055
1.074,-0.043,0.031
1.074,-0.02,0.016
1.066,0.008,-0.004
1.055,0.039,-0.02
1.047,0.07,-0.039
1.035,0.102,-0.051
1.023,0.129,-0.07
1.008,0.148,-0.074
0.988,0.172,-0.082
0.965,0.188,-0.086
0.938,0.195,-0.086
0.91,0.195,-0.078
0.875,0.195,-0.066
0.836,0.184,-0.059
0.797,0.172,-0.051
0.77,0.168,-0.047
0.723,0.164,-0.051
0.691,0.164,-0.039
0.668,0.168,-0.047
0.656,0.18,-0.039
0.652,0.191,-0.035
0.652,0.203,-0.039
0.66,0.219,-0.047
0.68,0.215,-0.055
0.703,0.211,-0.063
0.723,0.203,-0.078
0.746,0.203,-0.09
